entry_time,exit_time,entry_price,exit_price,position,size,pnl,exit_reason,entry_reason
2025-01-21,2025-02-05,106196.89191,96784.90000000001,1,3.5616645225446245e-05,-0.092737872836685,Stop Loss,"Breakout Strategy: Пробой сопротивления 105819.45 с увеличенным объемом, OBV подтверждает"
2025-02-24,2025-03-09,91507.10356,80913.15428571429,-1,6.265244606099891e-05,0.03999305418558009,Take Profit,"Breakout Strategy: Пробой поддержки 93088.51 с увеличенным объемом, OBV подтверждает"
